cell_id,municipio,time_bucket,dia_tipo,hour,centroid_lat,centroid_lon,n_requests,n_drivers_available,supply_demand_ratio,demand_density,cancel_rate,is_hot_true,zone_id_true
2-13-12,2,entre_semana_14,entre_semana,14,16.756423,-93.126275,2,4,2.0,22.22,0.0,False,1
2-13-12,2,entre_semana_15,entre_semana,15,16.756423,-93.126275,2,8,4.0,22.22,0.0,False,1
2-13-12,2,entre_semana_16,entre_semana,16,16.756423,-93.126275,4,6,1.5,44.44,0.0,False,1
2-13-12,2,entre_semana_17,entre_semana,17,16.756423,-93.126275,10,0,0.0,111.11,0.4,True,1
2-13-12,2,entre_semana_18,entre_semana,18,16.756423,-93.126275,16,3,0.188,177.78,0.188,True,1
2-13-12,2,entre_semana_19,entre_semana,19,16.756423,-93.126275,14,7,0.5,155.56,0.143,True,1
2-13-12,2,entre_semana_20,entre_semana,20,16.756423,-93.126275,2,3,1.5,22.22,0.0,False,1
2-13-12,2,entre_semana_21,entre_semana,21,16.756423,-93.126275,2,3,1.5,22.22,0.0,False,1
2-13-12,2,entre_semana_22,entre_semana,22,16.756423,-93.126275,1,3,3.0,11.11,1.0,False,1
2-13-12,2,entre_semana_23,entre_semana,23,16.756423,-93.126275,2,3,1.5,22.22,0.0,False,1
2-13-12,2,fin_de_semana_00,fin_de_semana,0,16.756423,-93.126275,3,7,2.333,33.33,0.0,False,1
2-13-12,2,fin_de_semana_06,fin_de_semana,6,16.756423,-93.126275,1,6,6.0,11.11,0.0,False,1
2-13-12,2,fin_de_semana_07,fin_de_semana,7,16.756423,-93.126275,9,3,0.333,100.0,0.111,True,1
2-13-12,2,fin_de_semana_08,fin_de_semana,8,16.756423,-93.126275,5,1,0.2,55.56,0.6,True,1
2-13-12,2,fin_de_semana_09,fin_de_semana,9,16.756423,-93.126275,5,4,0.8,55.56,0.0,True,1
2-13-12,2,fin_de_semana_10,fin_de_semana,10,16.756423,-93.126275,1,5,5.0,11.11,0.0,False,1
2-13-12,2,fin_de_semana_11,fin_de_semana,11,16.756423,-93.126275,1,7,7.0,11.11,0.0,False,1
2-13-12,2,fin_de_semana_12,fin_de_semana,12,16.756423,-93.126275,3,2,0.667,33.33,0.0,False,1
2-13-12,2,fin_de_semana_13,fin_de_semana,13,16.756423,-93.126275,3,3,1.0,33.33,0.0,False,1
2-13-12,2,fin_de_semana_14,fin_de_semana,14,16.756423,-93.126275,1,5,5.0,11.11,0.0,False,1
2-13-12,2,fin_de_semana_15,fin_de_semana,15,16.756423,-93.126275,4,0,0.0,44.44,0.25,False,1
2-13-12,2,fin_de_semana_17,fin_de_semana,17,16.756423,-93.126275,6,3,0.5,66.67,0.167,True,1
2-13-12,2,fin_de_semana_18,fin_de_semana,18,16.756423,-93.126275,5,5,1.0,55.56,0.4,True,1
2-13-12,2,fin_de_semana_19,fin_de_semana,19,16.756423,-93.126275,4,1,0.25,44.44,0.25,False,1
2-13-12,2,fin_de_semana_20,fin_de_semana,20,16.756423,-93.126275,3,4,1.333,33.33,0.667,False,1
2-13-12,2,fin_de_semana_21,fin_de_semana,21,16.756423,-93.126275,3,6,2.0,33.33,0.0,False,1
2-13-12,2,fin_de_semana_22,fin_de_semana,22,16.756423,-93.126275,6,7,1.167,66.67,0.333,True,1
2-13-12,2,fin_de_semana_23,fin_de_semana,23,16.756423,-93.126275,6,5,0.833,66.67,0.667,True,1
2-13-13,2,entre_semana_09,entre_semana,9,16.756423,-93.123577,1,1,1.0,11.11,1.0,False,-1
2-13-13,2,entre_semana_12,entre_semana,12,16.756423,-93.123577,1,5,5.0,11.11,0.0,False,-1
2-13-13,2,entre_semana_23,entre_semana,23,16.756423,-93.123577,1,1,1.0,11.11,0.0,False,1
2-13-14,2,entre_semana_01,entre_semana,1,16.756423,-93.12088,1,6,6.0,11.11,0.0,False,-1
2-13-14,2,entre_semana_08,entre_semana,8,16.756423,-93.12088,1,3,3.0,11.11,1.0,False,-1
2-13-14,2,entre_semana_12,entre_semana,12,16.756423,-93.12088,2,6,3.0,22.22,0.0,False,-1
2-13-15,2,entre_semana_01,entre_semana,1,16.756423,-93.118182,1,5,5.0,11.11,0.0,False,0
2-13-15,2,entre_semana_07,entre_semana,7,16.756423,-93.118182,2,5,2.5,22.22,0.0,False,0
2-13-15,2,entre_semana_08,entre_semana,8,16.756423,-93.118182,1,4,4.0,11.11,0.0,False,0
2-13-15,2,entre_semana_15,entre_semana,15,16.756423,-93.118182,1,5,5.0,11.11,0.0,False,0
2-13-15,2,entre_semana_16,entre_semana,16,16.756423,-93.118182,1,4,4.0,11.11,0.0,False,0
2-13-15,2,entre_semana_17,entre_semana,17,16.756423,-93.118182,1,3,3.0,11.11,1.0,False,0
2-13-15,2,entre_semana_20,entre_semana,20,16.756423,-93.118182,2,4,2.0,22.22,0.0,False,-1
2-13-15,2,fin_de_semana_08,fin_de_semana,8,16.756423,-93.118182,1,3,3.0,11.11,0.0,False,0
2-13-15,2,fin_de_semana_09,fin_de_semana,9,16.756423,-93.118182,1,6,6.0,11.11,1.0,False,0
2-13-15,2,fin_de_semana_17,fin_de_semana,17,16.756423,-93.118182,1,2,2.0,11.11,0.0,False,0
2-13-15,2,fin_de_semana_21,fin_de_semana,21,16.756423,-93.118182,1,2,2.0,11.11,1.0,False,-1
2-13-15,2,fin_de_semana_23,fin_de_semana,23,16.756423,-93.118182,1,4,4.0,11.11,0.0,False,0
2-13-16,2,entre_semana_02,entre_semana,2,16.756423,-93.115484,1,0,0.0,11.11,0.0,False,0
2-13-16,2,entre_semana_06,entre_semana,6,16.756423,-93.115484,1,5,5.0,11.11,0.0,False,0
2-13-16,2,entre_semana_07,entre_semana,7,16.756423,-93.115484,2,4,2.0,22.22,0.5,False,0
2-13-16,2,entre_semana_08,entre_semana,8,16.756423,-93.115484,2,1,0.5,22.22,0.5,False,0
2-13-16,2,entre_semana_09,entre_semana,9,16.756423,-93.115484,6,5,0.833,66.67,0.5,True,0
2-13-16,2,entre_semana_12,entre_semana,12,16.756423,-93.115484,2,7,3.5,22.22,0.0,False,0
2-13-16,2,entre_semana_14,entre_semana,14,16.756423,-93.115484,1,3,3.0,11.11,0.0,False,-1
2-13-16,2,entre_semana_16,entre_semana,16,16.756423,-93.115484,1,7,7.0,11.11,0.0,False,0
2-13-16,2,entre_semana_17,entre_semana,17,16.756423,-93.115484,3,7,2.333,33.33,0.667,False,0
2-13-16,2,entre_semana_18,entre_semana,18,16.756423,-93.115484,3,5,1.667,33.33,1.0,False,0
2-13-16,2,entre_semana_19,entre_semana,19,16.756423,-93.115484,4,5,1.25,44.44,0.0,False,0
2-13-16,2,entre_semana_20,entre_semana,20,16.756423,-93.115484,3,5,1.667,33.33,0.0,False,0
2-13-16,2,entre_semana_23,entre_semana,23,16.756423,-93.115484,1,5,5.0,11.11,0.0,False,0
2-13-16,2,fin_de_semana_08,fin_de_semana,8,16.756423,-93.115484,1,3,3.0,11.11,1.0,False,-1
2-13-16,2,fin_de_semana_13,fin_de_semana,13,16.756423,-93.115484,1,3,3.0,11.11,0.0,False,0
2-13-16,2,fin_de_semana_17,fin_de_semana,17,16.756423,-93.115484,1,6,6.0,11.11,0.0,False,0
2-13-16,2,fin_de_semana_19,fin_de_semana,19,16.756423,-93.115484,1,4,4.0,11.11,0.0,False,0
2-13-17,2,entre_semana_07,entre_semana,7,16.756423,-93.112786,1,3,3.0,11.11,1.0,False,-1
2-13-17,2,entre_semana_08,entre_semana,8,16.756423,-93.112786,1,3,3.0,11.11,0.0,False,-1
2-13-17,2,entre_semana_09,entre_semana,9,16.756423,-93.112786,1,4,4.0,11.11,0.0,False,0
2-13-17,2,entre_semana_13,entre_semana,13,16.756423,-93.112786,1,9,9.0,11.11,1.0,False,0
2-13-17,2,entre_semana_18,entre_semana,18,16.756423,-93.112786,1,5,5.0,11.11,1.0,False,0
2-13-17,2,entre_semana_21,entre_semana,21,16.756423,-93.112786,1,5,5.0,11.11,0.0,False,-1
2-13-17,2,fin_de_semana_17,fin_de_semana,17,16.756423,-93.112786,2,2,1.0,22.22,0.0,False,-1
2-13-17,2,fin_de_semana_21,fin_de_semana,21,16.756423,-93.112786,1,6,6.0,11.11,0.0,False,-1
2-13-17,2,fin_de_semana_23,fin_de_semana,23,16.756423,-93.112786,1,4,4.0,11.11,0.0,False,0
2-13-18,2,entre_semana_02,entre_semana,2,16.756423,-93.110088,1,5,5.0,11.11,1.0,False,-1
2-13-18,2,entre_semana_18,entre_semana,18,16.756423,-93.110088,1,4,4.0,11.11,0.0,False,-1
2-13-19,2,entre_semana_17,entre_semana,17,16.756423,-93.10739,1,4,4.0,11.11,0.0,False,-1
2-13-19,2,entre_semana_22,entre_semana,22,16.756423,-93.10739,1,5,5.0,11.11,0.0,False,-1
2-13-20,2,entre_semana_04,entre_semana,4,16.756423,-93.104692,1,4,4.0,11.11,0.0,False,-1
2-13-20,2,entre_semana_07,entre_semana,7,16.756423,-93.104692,1,2,2.0,11.11,0.0,False,-1
2-13-20,2,entre_semana_17,entre_semana,17,16.756423,-93.104692,1,4,4.0,11.11,0.0,False,-1
2-13-22,2,entre_semana_18,entre_semana,18,16.756423,-93.099296,1,5,5.0,11.11,0.0,False,-1
2-13-22,2,entre_semana_22,entre_semana,22,16.756423,-93.099296,1,4,4.0,11.11,0.0,False,-1
2-13-22,2,fin_de_semana_09,fin_de_semana,9,16.756423,-93.099296,1,4,4.0,11.11,0.0,False,-1
2-13-23,2,entre_semana_07,entre_semana,7,16.756423,-93.096598,1,4,4.0,11.11,0.0,False,-1
2-13-23,2,entre_semana_19,entre_semana,19,16.756423,-93.096598,2,6,3.0,22.22,1.0,False,-1
2-13-24,2,entre_semana_19,entre_semana,19,16.756423,-93.0939,1,3,3.0,11.11,0.0,False,-1
2-13-24,2,fin_de_semana_08,fin_de_semana,8,16.756423,-93.0939,1,0,0.0,11.11,0.0,False,-1
2-13-24,2,fin_de_semana_13,fin_de_semana,13,16.756423,-93.0939,1,4,4.0,11.11,0.0,False,-1
2-13-25,2,fin_de_semana_21,fin_de_semana,21,16.756423,-93.091202,1,2,2.0,11.11,0.0,False,-1
2-13-26,2,fin_de_semana_06,fin_de_semana,6,16.756423,-93.088504,1,9,9.0,11.11,0.0,False,-1
2-13-27,2,entre_semana_17,entre_semana,17,16.756423,-93.085806,1,5,5.0,11.11,1.0,False,-1
2-13-27,2,fin_de_semana_09,fin_de_semana,9,16.756423,-93.085806,1,2,2.0,11.11,1.0,False,-1
2-13-28,2,entre_semana_00,entre_semana,0,16.756423,-93.083108,1,3,3.0,11.11,0.0,False,-1
2-13-28,2,entre_semana_09,entre_semana,9,16.756423,-93.083108,1,7,7.0,11.11,0.0,False,-1
2-13-28,2,entre_semana_22,entre_semana,22,16.756423,-93.083108,1,3,3.0,11.11,0.0,False,-1
2-13-28,2,fin_de_semana_01,fin_de_semana,1,16.756423,-93.083108,1,2,2.0,11.11,0.0,False,-1
2-13-28,2,fin_de_semana_18,fin_de_semana,18,16.756423,-93.083108,1,6,6.0,11.11,0.0,False,-1
2-13-29,2,fin_de_semana_17,fin_de_semana,17,16.756423,-93.08041,1,4,4.0,11.11,1.0,False,-1
2-14-0,2,entre_semana_08,entre_semana,8,16.75912,-93.158651,1,4,4.0,11.11,0.0,False,-1
2-14-0,2,entre_semana_13,entre_semana,13,16.75912,-93.158651,1,4,4.0,11.11,1.0,False,-1
2-14-0,2,fin_de_semana_13,fin_de_semana,13,16.75912,-93.158651,1,7,7.0,11.11,0.0,False,-1
2-14-1,2,entre_semana_16,entre_semana,16,16.75912,-93.155953,1,2,2.0,11.11,0.0,False,-1
2-14-2,2,entre_semana_08,entre_semana,8,16.75912,-93.153255,1,3,3.0,11.11,0.0,False,-1
2-14-2,2,fin_de_semana_22,fin_de_semana,22,16.75912,-93.153255,1,5,5.0,11.11,1.0,False,-1
2-14-3,2,entre_semana_14,entre_semana,14,16.75912,-93.150557,1,8,8.0,11.11,1.0,False,-1
2-14-4,2,entre_semana_17,entre_semana,17,16.75912,-93.147859,1,5,5.0,11.11,1.0,False,-1
2-14-4,2,fin_de_semana_08,fin_de_semana,8,16.75912,-93.147859,1,4,4.0,11.11,0.0,False,-1
2-14-5,2,entre_semana_18,entre_semana,18,16.75912,-93.145161,1,5,5.0,11.11,0.0,False,-1
2-14-5,2,fin_de_semana_23,fin_de_semana,23,16.75912,-93.145161,1,6,6.0,11.11,0.0,False,-1
2-14-6,2,entre_semana_18,entre_semana,18,16.75912,-93.142463,1,2,2.0,11.11,0.0,False,-1
2-14-6,2,entre_semana_20,entre_semana,20,16.75912,-93.142463,1,2,2.0,11.11,1.0,False,-1
2-14-6,2,fin_de_semana_02,fin_de_semana,2,16.75912,-93.142463,1,6,6.0,11.11,1.0,False,-1
2-14-7,2,entre_semana_20,entre_semana,20,16.75912,-93.139765,1,5,5.0,11.11,0.0,False,-1
2-14-7,2,fin_de_semana_09,fin_de_semana,9,16.75912,-93.139765,1,6,6.0,11.11,0.0,False,-1
2-14-8,2,entre_semana_06,entre_semana,6,16.75912,-93.137067,1,3,3.0,11.11,0.0,False,-1
2-14-8,2,entre_semana_08,entre_semana,8,16.75912,-93.137067,1,2,2.0,11.11,0.0,False,-1
2-14-8,2,entre_semana_09,entre_semana,9,16.75912,-93.137067,2,8,4.0,22.22,0.5,False,-1
2-14-8,2,entre_semana_18,entre_semana,18,16.75912,-93.137067,1,0,0.0,11.11,0.0,False,-1
2-14-8,2,fin_de_semana_09,fin_de_semana,9,16.75912,-93.137067,1,5,5.0,11.11,0.0,False,-1
2-14-8,2,fin_de_semana_22,fin_de_semana,22,16.75912,-93.137067,1,6,6.0,11.11,0.0,False,-1
2-14-9,2,entre_semana_00,entre_semana,0,16.75912,-93.134369,1,2,2.0,11.11,0.0,False,1
2-14-9,2,entre_semana_07,entre_semana,7,16.75912,-93.134369,4,2,0.5,44.44,0.5,False,1
2-14-9,2,entre_semana_08,entre_semana,8,16.75912,-93.134369,1,8,8.0,11.11,0.0,False,1
2-14-9,2,entre_semana_09,entre_semana,9,16.75912,-93.134369,5,5,1.0,55.56,0.2,True,1
2-14-9,2,entre_semana_10,entre_semana,10,16.75912,-93.134369,1,3,3.0,11.11,0.0,False,1
2-14-9,2,entre_semana_11,entre_semana,11,16.75912,-93.134369,1,2,2.0,11.11,0.0,False,1
2-14-9,2,entre_semana_12,entre_semana,12,16.75912,-93.134369,2,6,3.0,22.22,0.0,False,1
2-14-9,2,entre_semana_14,entre_semana,14,16.75912,-93.134369,1,3,3.0,11.11,0.0,False,1
2-14-9,2,entre_semana_15,entre_semana,15,16.75912,-93.134369,1,5,5.0,11.11,0.0,False,-1
2-14-9,2,entre_semana_17,entre_semana,17,16.75912,-93.134369,4,3,0.75,44.44,0.75,False,1
2-14-9,2,entre_semana_18,entre_semana,18,16.75912,-93.134369,2,2,1.0,22.22,0.0,False,1
2-14-9,2,entre_semana_19,entre_semana,19,16.75912,-93.134369,5,7,1.4,55.56,0.6,True,1
2-14-9,2,entre_semana_20,entre_semana,20,16.75912,-93.134369,5,5,1.0,55.56,0.2,True,1
2-14-9,2,entre_semana_22,entre_semana,22,16.75912,-93.134369,3,9,3.0,33.33,0.0,False,1
2-14-9,2,fin_de_semana_00,fin_de_semana,0,16.75912,-93.134369,1,7,7.0,11.11,0.0,False,1
2-14-9,2,fin_de_semana_03,fin_de_semana,3,16.75912,-93.134369,1,5,5.0,11.11,0.0,False,1
2-14-9,2,fin_de_semana_07,fin_de_semana,7,16.75912,-93.134369,1,6,6.0,11.11,0.0,False,1
2-14-9,2,fin_de_semana_08,fin_de_semana,8,16.75912,-93.134369,2,7,3.5,22.22,0.0,False,1
2-14-9,2,fin_de_semana_09,fin_de_semana,9,16.75912,-93.134369,2,4,2.0,22.22,0.5,False,1
2-14-9,2,fin_de_semana_11,fin_de_semana,11,16.75912,-93.134369,1,4,4.0,11.11,0.0,False,1
2-14-9,2,fin_de_semana_18,fin_de_semana,18,16.75912,-93.134369,1,1,1.0,11.11,0.0,False,-1
2-14-9,2,fin_de_semana_19,fin_de_semana,19,16.75912,-93.134369,1,4,4.0,11.11,1.0,False,1
2-14-9,2,fin_de_semana_21,fin_de_semana,21,16.75912,-93.134369,1,4,4.0,11.11,0.0,False,1
2-14-9,2,fin_de_semana_22,fin_de_semana,22,16.75912,-93.134369,2,2,1.0,22.22,0.5,False,1
2-14-9,2,fin_de_semana_23,fin_de_semana,23,16.75912,-93.134369,3,1,0.333,33.33,0.333,False,1
2-14-10,2,entre_semana_00,entre_semana,0,16.75912,-93.131671,8,4,0.5,88.89,0.0,True,1
2-14-10,2,entre_semana_01,entre_semana,1,16.75912,-93.131671,7,2,0.286,77.78,0.143,True,1
2-14-10,2,entre_semana_02,entre_semana,2,16.75912,-93.131671,9,6,0.667,100.0,0.0,True,1
2-14-10,2,entre_semana_03,entre_semana,3,16.75912,-93.131671,7,5,0.714,77.78,0.0,True,1
2-14-10,2,entre_semana_04,entre_semana,4,16.75912,-93.131671,9,4,0.444,100.0,0.222,True,1
2-14-10,2,entre_semana_05,entre_semana,5,16.75912,-93.131671,10,8,0.8,111.11,0.0,True,1
2-14-10,2,entre_semana_06,entre_semana,6,16.75912,-93.131671,9,3,0.333,100.0,0.0,True,1
2-14-10,2,entre_semana_07,entre_semana,7,16.75912,-93.131671,52,3,0.058,577.78,0.25,True,1
2-14-10,2,entre_semana_08,entre_semana,8,16.75912,-93.131671,49,2,0.041,544.44,0.306,True,1
2-14-10,2,entre_semana_09,entre_semana,9,16.75912,-93.131671,37,4,0.108,411.11,0.189,True,1
2-14-10,2,entre_semana_10,entre_semana,10,16.75912,-93.131671,15,4,0.267,166.67,0.0,True,1
2-14-10,2,entre_semana_11,entre_semana,11,16.75912,-93.131671,17,5,0.294,188.89,0.0,True,1
2-14-10,2,entre_semana_12,entre_semana,12,16.75912,-93.131671,12,3,0.25,133.33,0.25,True,1
2-14-10,2,entre_semana_13,entre_semana,13,16.75912,-93.131671,30,3,0.1,333.33,0.133,True,1
2-14-10,2,entre_semana_14,entre_semana,14,16.75912,-93.131671,17,5,0.294,188.89,0.059,True,1
2-14-10,2,entre_semana_15,entre_semana,15,16.75912,-93.131671,14,3,0.214,155.56,0.0,True,1
2-14-10,2,entre_semana_16,entre_semana,16,16.75912,-93.131671,3,4,1.333,33.33,0.0,False,1
2-14-10,2,entre_semana_17,entre_semana,17,16.75912,-93.131671,59,2,0.034,655.56,0.254,True,1
2-14-10,2,entre_semana_18,entre_semana,18,16.75912,-93.131671,56,2,0.036,622.22,0.268,True,1
2-14-10,2,entre_semana_19,entre_semana,19,16.75912,-93.131671,61,6,0.098,677.78,0.23,True,1
2-14-10,2,entre_semana_20,entre_semana,20,16.75912,-93.131671,43,2,0.047,477.78,0.256,True,1
2-14-10,2,entre_semana_21,entre_semana,21,16.75912,-93.131671,11,5,0.455,122.22,0.091,True,1
2-14-10,2,entre_semana_22,entre_semana,22,16.75912,-93.131671,10,2,0.2,111.11,0.2,True,1
2-14-10,2,entre_semana_23,entre_semana,23,16.75912,-93.131671,10,3,0.3,111.11,0.1,True,1
2-14-10,2,fin_de_semana_00,fin_de_semana,0,16.75912,-93.131671,7,3,0.429,77.78,0.286,True,1
2-14-10,2,fin_de_semana_01,fin_de_semana,1,16.75912,-93.131671,3,4,1.333,33.33,0.0,False,1
2-14-10,2,fin_de_semana_02,fin_de_semana,2,16.75912,-93.131671,5,2,0.4,55.56,0.0,True,1
2-14-10,2,fin_de_semana_03,fin_de_semana,3,16.75912,-93.131671,4,5,1.25,44.44,0.0,False,1
2-14-10,2,fin_de_semana_04,fin_de_semana,4,16.75912,-93.131671,5,3,0.6,55.56,0.0,True,1
2-14-10,2,fin_de_semana_05,fin_de_semana,5,16.75912,-93.131671,4,4,1.0,44.44,0.0,False,1
2-14-10,2,fin_de_semana_06,fin_de_semana,6,16.75912,-93.131671,3,1,0.333,33.33,0.0,False,1
2-14-10,2,fin_de_semana_07,fin_de_semana,7,16.75912,-93.131671,27,4,0.148,300.0,0.333,True,1
2-14-10,2,fin_de_semana_08,fin_de_semana,8,16.75912,-93.131671,24,5,0.208,266.67,0.333,True,1
2-14-10,2,fin_de_semana_09,fin_de_semana,9,16.75912,-93.131671,22,2,0.091,244.44,0.364,True,1
2-14-10,2,fin_de_semana_10,fin_de_semana,10,16.75912,-93.131671,3,7,2.333,33.33,0.0,False,1
2-14-10,2,fin_de_semana_11,fin_de_semana,11,16.75912,-93.131671,6,3,0.5,66.67,0.0,True,1
2-14-10,2,fin_de_semana_12,fin_de_semana,12,16.75912,-93.131671,3,3,1.0,33.33,0.0,False,1
2-14-10,2,fin_de_semana_13,fin_de_semana,13,16.75912,-93.131671,8,1,0.125,88.89,0.25,True,1
2-14-10,2,fin_de_semana_14,fin_de_semana,14,16.75912,-93.131671,5,5,1.0,55.56,0.0,True,1
2-14-10,2,fin_de_semana_15,fin_de_semana,15,16.75912,-93.131671,5,3,0.6,55.56,0.4,True,1
2-14-10,2,fin_de_semana_16,fin_de_semana,16,16.75912,-93.131671,7,7,1.0,77.78,0.143,True,1
2-14-10,2,fin_de_semana_17,fin_de_semana,17,16.75912,-93.131671,21,2,0.095,233.33,0.429,True,1
2-14-10,2,fin_de_semana_18,fin_de_semana,18,16.75912,-93.131671,21,2,0.095,233.33,0.286,True,1
2-14-10,2,fin_de_semana_19,fin_de_semana,19,16.75912,-93.131671,17,3,0.176,188.89,0.471,True,1
2-14-10,2,fin_de_semana_20,fin_de_semana,20,16.75912,-93.131671,19,3,0.158,211.11,0.0,True,1
2-14-10,2,fin_de_semana_21,fin_de_semana,21,16.75912,-93.131671,15,4,0.267,166.67,0.533,True,1
2-14-10,2,fin_de_semana_22,fin_de_semana,22,16.75912,-93.131671,17,6,0.353,188.89,0.353,True,1
2-14-10,2,fin_de_semana_23,fin_de_semana,23,16.75912,-93.131671,26,5,0.192,288.89,0.154,True,1
2-14-11,2,entre_semana_00,entre_semana,0,16.75912,-93.128973,14,3,0.214,155.56,0.143,True,1
2-14-11,2,entre_semana_01,entre_semana,1,16.75912,-93.128973,22,7,0.318,244.44,0.0,True,1
2-14-11,2,entre_semana_02,entre_semana,2,16.75912,-93.128973,18,4,0.222,200.0,0.056,True,1
2-14-11,2,entre_semana_03,entre_semana,3,16.75912,-93.128973,14,2,0.143,155.56,0.071,True,1
2-14-11,2,entre_semana_04,entre_semana,4,16.75912,-93.128973,23,3,0.13,255.56,0.0,True,1
2-14-11,2,entre_semana_05,entre_semana,5,16.75912,-93.128973,15,3,0.2,166.67,0.067,True,1
2-14-11,2,entre_semana_06,entre_semana,6,16.75912,-93.128973,22,3,0.136,244.44,0.091,True,1
2-14-11,2,entre_semana_07,entre_semana,7,16.75912,-93.128973,66,9,0.136,733.33,0.379,True,1
2-14-11,2,entre_semana_08,entre_semana,8,16.75912,-93.128973,78,1,0.013,866.67,0.385,True,1
2-14-11,2,entre_semana_09,entre_semana,9,16.75912,-93.128973,56,7,0.125,622.22,0.232,True,1
2-14-11,2,entre_semana_10,entre_semana,10,16.75912,-93.128973,13,2,0.154,144.44,0.077,True,1
2-14-11,2,entre_semana_11,entre_semana,11,16.75912,-93.128973,15,1,0.067,166.67,0.067,True,1
2-14-11,2,entre_semana_12,entre_semana,12,16.75912,-93.128973,14,7,0.5,155.56,0.0,True,1
2-14-11,2,entre_semana_13,entre_semana,13,16.75912,-93.128973,62,3,0.048,688.89,0.274,True,1
2-14-11,2,entre_semana_14,entre_semana,14,16.75912,-93.128973,19,3,0.158,211.11,0.158,True,1
2-14-11,2,entre_semana_15,entre_semana,15,16.75912,-93.128973,15,2,0.133,166.67,0.133,True,1
2-14-11,2,entre_semana_16,entre_semana,16,16.75912,-93.128973,20,1,0.05,222.22,0.0,True,1
2-14-11,2,entre_semana_17,entre_semana,17,16.75912,-93.128973,85,0,0.0,944.44,0.376,True,1
2-14-11,2,entre_semana_18,entre_semana,18,16.75912,-93.128973,78,3,0.038,866.67,0.269,True,1
2-14-11,2,entre_semana_19,entre_semana,19,16.75912,-93.128973,82,5,0.061,911.11,0.268,True,1
2-14-11,2,entre_semana_20,entre_semana,20,16.75912,-93.128973,56,1,0.018,622.22,0.339,True,1
2-14-11,2,entre_semana_21,entre_semana,21,16.75912,-93.128973,15,6,0.4,166.67,0.0,True,1
2-14-11,2,entre_semana_22,entre_semana,22,16.75912,-93.128973,8,7,0.875,88.89,0.125,True,1
2-14-11,2,entre_semana_23,entre_semana,23,16.75912,-93.128973,17,3,0.176,188.89,0.176,True,1
2-14-11,2,fin_de_semana_00,fin_de_semana,0,16.75912,-93.128973,6,2,0.333,66.67,0.167,True,1
2-14-11,2,fin_de_semana_02,fin_de_semana,2,16.75912,-93.128973,10,5,0.5,111.11,0.1,True,1
2-14-11,2,fin_de_semana_03,fin_de_semana,3,16.75912,-93.128973,6,5,0.833,66.67,0.167,True,1
2-14-11,2,fin_de_semana_04,fin_de_semana,4,16.75912,-93.128973,6,6,1.0,66.67,0.0,True,1
2-14-11,2,fin_de_semana_05,fin_de_semana,5,16.75912,-93.128973,8,1,0.125,88.89,0.0,True,1
2-14-11,2,fin_de_semana_06,fin_de_semana,6,16.75912,-93.128973,11,3,0.273,122.22,0.0,True,1
2-14-11,2,fin_de_semana_07,fin_de_semana,7,16.75912,-93.128973,37,4,0.108,411.11,0.297,True,1
2-14-11,2,fin_de_semana_08,fin_de_semana,8,16.75912,-93.128973,29,4,0.138,322.22,0.483,True,1
2-14-11,2,fin_de_semana_09,fin_de_semana,9,16.75912,-93.128973,23,6,0.261,255.56,0.13,True,1
2-14-11,2,fin_de_semana_10,fin_de_semana,10,16.75912,-93.128973,9,7,0.778,100.0,0.111,True,1
2-14-11,2,fin_de_semana_11,fin_de_semana,11,16.75912,-93.128973,6,3,0.5,66.67,0.0,True,1
2-14-11,2,fin_de_semana_12,fin_de_semana,12,16.75912,-93.128973,3,8,2.667,33.33,0.333,False,1
2-14-11,2,fin_de_semana_13,fin_de_semana,13,16.75912,-93.128973,21,5,0.238,233.33,0.238,True,1
2-14-11,2,fin_de_semana_14,fin_de_semana,14,16.75912,-93.128973,6,7,1.167,66.67,0.0,True,1
2-14-11,2,fin_de_semana_15,fin_de_semana,15,16.75912,-93.128973,8,2,0.25,88.89,0.0,True,1
2-14-11,2,fin_de_semana_16,fin_de_semana,16,16.75912,-93.128973,7,3,0.429,77.78,0.0,True,1
2-14-11,2,fin_de_semana_17,fin_de_semana,17,16.75912,-93.128973,27,5,0.185,300.0,0.222,True,1
2-14-11,2,fin_de_semana_18,fin_de_semana,18,16.75912,-93.128973,35,4,0.114,388.89,0.371,True,1
2-14-11,2,fin_de_semana_19,fin_de_semana,19,16.75912,-93.128973,18,4,0.222,200.0,0.333,True,1
2-14-11,2,fin_de_semana_20,fin_de_semana,20,16.75912,-93.128973,23,5,0.217,255.56,0.13,True,1
2-14-11,2,fin_de_semana_21,fin_de_semana,21,16.75912,-93.128973,19,2,0.105,211.11,0.368,True,1
2-14-11,2,fin_de_semana_22,fin_de_semana,22,16.75912,-93.128973,34,4,0.118,377.78,0.353,True,1
2-14-11,2,fin_de_semana_23,fin_de_semana,23,16.75912,-93.128973,19,6,0.316,211.11,0.263,True,1
2-14-12,2,entre_semana_00,entre_semana,0,16.75912,-93.126275,2,5,2.5,22.22,0.0,False,1
2-14-12,2,entre_semana_01,entre_semana,1,16.75912,-93.126275,1,5,5.0,11.11,0.0,False,1
2-14-12,2,entre_semana_02,entre_semana,2,16.75912,-93.126275,3,5,1.667,33.33,0.0,False,1
2-14-12,2,entre_semana_03,entre_semana,3,16.75912,-93.126275,2,6,3.0,22.22,0.0,False,1
2-14-12,2,entre_semana_04,entre_semana,4,16.75912,-93.126275,3,7,2.333,33.33,0.0,False,1
